learner_id,course_id,course_name,course_domain,course_difficulty,archetype,course_number,enrollment_date,quiz_score,engagement_score,time_spent_hours,completed,learner_skill_level
L00469,S4nU-e0LEey3QAq3Sc1oaw,Unknown,,intermediate,steady_learner,5,2025-08-23,49.6,78.8,6.9,True,0.694676304536137
L00469,lswH0jTZEea1ggpF7DR5sw,Unknown,,intermediate,steady_learner,6,2025-10-08,81.0,73.7,8.1,True,0.843433535190723
L00469,zbAaXaCdEeiB7Q4qzU1p2g,Unknown,,intermediate,steady_learner,7,2025-11-15,77.1,44.2,4.8,True,1.0863574238408606
L00469,x6XM7t2HEe-wCRJeqyWoKQ,Unknown,,intermediate,steady_learner,8,2025-12-19,78.0,51.0,6.0,True,1.3177656050208377
L00469,vpHxMzIsEe-MmBK4EgZ1qQ,Unknown,,intermediate,steady_learner,9,2026-01-17,61.5,55.5,4.5,True,1.5518552067670184
L00470,IFAGCvYDEeiEWhIiTaqYIA,Unknown,,intermediate,steady_learner,1,2025-11-13,43.5,65.0,7.5,True,0.0
L00470,nSNou7iHEemxSgo5Sox6MA,Unknown,,intermediate,steady_learner,2,2025-12-02,62.0,74.9,7.3,True,0.13038892982628122
L00470,GZoPquqYEe-XrBJwYvUhHw,Unknown,,intermediate,steady_learner,3,2025-12-15,54.4,61.5,5.3,True,0.3163128611736765
L00470,XiKGp-DYEeqx-gqteejjRw,Unknown,,intermediate,steady_learner,4,2026-01-09,73.2,61.1,6.2,True,0.4795135576377775
L00471,pNwYY6kuEeywagovoAKHOQ,Unknown,,intermediate,struggling_learner,1,2025-09-08,29.1,45.1,4.3,False,0.0
L00472,AXxayz5CEeeQDg6xSmfOXg,Unknown,,intermediate,steady_learner,1,2025-04-05,80.8,57.6,6.9,False,0.0
L00472,kSH1HXbnEfCUqgr_z0SQKQ,Unknown,,intermediate,steady_learner,2,2025-05-02,95.0,97.9,9.0,True,0.0
L00472,nqarRlIAEeeffgqJyG_Okg,Unknown,,intermediate,steady_learner,3,2025-05-11,62.2,72.0,6.8,True,0.2849793328611731
L00472,kRFdpru_EeW6QBIGzzljVw,Unknown,,intermediate,steady_learner,4,2025-07-11,69.8,80.8,8.2,False,0.47166587773452284
L00472,mL6ccYTeEfCjQg6tWRrJDQ,Unknown,,intermediate,steady_learner,5,2025-07-17,83.6,78.6,8.5,True,0.47166587773452284
L00472,x32l2qkvEeyxDg4ukgkVlw,Unknown,,intermediate,steady_learner,6,2025-08-17,63.8,58.8,6.7,True,0.7224799075792853
L00472,BySMWm04EeW8nRIpKnwp7Q,Unknown,,intermediate,steady_learner,7,2025-08-28,89.3,67.7,7.2,True,0.9138615035679194
L00472,b2xXFFwvEemRwBKhY0kh3A,Unknown,,intermediate,steady_learner,8,2025-10-14,87.0,62.4,5.9,True,1.1818090464575899
L00472,TqwlCWmDEe2x1Q5Rw5UTpQ,Unknown,,intermediate,steady_learner,9,2025-10-20,77.2,45.3,5.1,True,1.4428748786593226
L00474,7YL6sFA0Ee-mywr_6bZvLw,Unknown,,intermediate,steady_learner,1,2025-08-17,44.9,60.5,7.1,False,0.0
L00474,gB1di0iKEfCKLQ4GKuiezQ,Unknown,,intermediate,steady_learner,2,2025-08-19,53.4,74.7,8.7,True,0.0
L00474,u4HxClEZEeyLIRLL9niz0w,Unknown,,intermediate,steady_learner,3,2025-08-24,54.8,64.1,7.5,False,0.16021323852821073
L00474,7FZ77v9xEeucKgqtjqzixw,Unknown,,intermediate,steady_learner,4,2025-09-12,58.1,93.0,8.0,True,0.16021323852821073
L00474,tqnTqC97Ee6mDAo3fVlzHw,Unknown,,intermediate,steady_learner,5,2025-10-30,49.5,83.7,8.7,True,0.33441759234885404
L00474,WgXS9nDkEe-26RI4cE3yzw,Unknown,,intermediate,steady_learner,6,2025-12-02,53.5,68.3,6.0,True,0.48301918897463947
L00474,4FHqtbl8EeupsAq4ot0YUQ,Unknown,,intermediate,steady_learner,7,2025-12-17,61.6,100.0,10.9,False,0.6434592060474167
L00474,EZfRlyCsEe6BNQpjxVVR9w,Unknown,,intermediate,steady_learner,8,2025-12-26,73.1,100.0,10.1,True,0.6434592060474167
L00474,koPOOn1dEeWKYwric11Hpw,Unknown,,intermediate,steady_learner,9,2026-01-03,40.3,37.9,3.1,True,0.862617902045335
L00474,ZZ17J3_eEe2Mpgp0AbG6VQ,Unknown,,intermediate,steady_learner,10,2026-02-14,32.5,78.4,9.0,False,0.9834633887790382
L00474,LNZipyq0Eey4dA6DVmO2QQ,Unknown,,intermediate,steady_learner,11,2026-03-28,71.0,76.3,7.1,True,0.9834633887790382
L00476,Jnqjmrn5Ee2MQBLdL5dNQQ,Unknown,,intermediate,steady_learner,1,2025-05-15,61.1,100.0,11.0,False,0.0
L00476,cQTNbGosEe-o2Qr_2f2M0Q,Unknown,,intermediate,steady_learner,2,2025-06-11,49.4,47.3,4.4,True,0.0
L00476,Q-04F_odEe-glg6vww23RQ,Unknown,,intermediate,steady_learner,3,2025-06-25,75.6,83.9,9.2,True,0.14828754728560606
L00477,9VhqkSO_EeuYSw6LSjHEtw,Unknown,,intermediate,explorer,1,2025-09-26,41.1,90.6,9.6,False,0.0
L00477,9fIBQ5R-EeuychIu0-l95w,Unknown,,intermediate,explorer,2,2025-12-12,30.7,27.9,3.3,False,0.0
L00477,5kZybGSlEeukqwqbfuJnYQ,Unknown,,intermediate,explorer,3,2026-01-14,85.9,58.6,6.3,False,0.0
L00478,4IkBzmPPEe-e0g4kKcdYJQ,Unknown,,intermediate,steady_learner,1,2025-04-10,86.4,76.1,7.8,True,0.0
L00478,ZNeGqEC2EeWC4g7VhG4bTQ,Unknown,,intermediate,steady_learner,2,2025-05-03,65.3,60.8,5.1,True,0.2592100367518223
L00478,gYt6tHFlEeys9RJMWW48Yw,Unknown,,intermediate,steady_learner,3,2025-06-16,57.4,69.7,7.2,True,0.4551426838972451
L00478,uY9_vGSmEeukqwqbfuJnYQ,Unknown,,intermediate,steady_learner,4,2025-08-06,77.3,92.9,10.7,True,0.627230256171477
L00478,upELS3lEEfCdeA7VR_Iplw,Unknown,,intermediate,steady_learner,5,2025-09-05,50.9,89.2,10.1,False,0.8590790242922264
L00478,YEpLfzRZEe-H2BLw-oHycQ,Unknown,,intermediate,steady_learner,6,2025-09-11,67.4,62.3,6.5,True,0.8590790242922264
L00478,O4mu-3x7EeebFhKtvlPomA,Unknown,,intermediate,steady_learner,7,2025-10-02,91.0,75.7,6.6,True,1.0613254313073783
L00478,SQXn59qEEeWDoxLpwv6o1Q,Unknown,,intermediate,steady_learner,8,2025-10-21,82.1,58.4,5.7,True,1.3344171809051764
L00478,-cN61fhOEe-WoRL0uMzXDQ,Unknown,,intermediate,steady_learner,9,2026-01-11,84.0,61.6,6.8,True,1.5807466859031156
L00478,hnkPijYjEe667BIel3Fbqw,Unknown,,intermediate,steady_learner,10,2026-01-14,70.5,67.5,6.1,True,1.8328777955978044
L00478,hqM-gFZrEfCsFw6FoIz2Lw,Unknown,,intermediate,steady_learner,11,2026-01-31,76.9,100.0,10.1,True,2.0
L00478,8EDZbDd_Ee6U4g7a-RyA1w,Unknown,,intermediate,steady_learner,12,2026-05-21,61.2,79.0,6.9,True,2.0
L00479,x7hOmBaFEe6AlBLLiwBpXw,Unknown,,intermediate,high_achiever,1,2025-04-26,65.4,94.7,9.1,True,0.0
L00479,Oik17e5sEeutkA6RBhqgvQ,Unknown,,intermediate,high_achiever,2,2025-04-29,82.3,92.0,10.6,True,0.1962387637086815
L00479,KSUX7Zh-Eeu10Ao71wup4w,Unknown,,intermediate,high_achiever,3,2025-05-03,82.0,86.7,7.4,True,0.4431627537733074
L00479,qJFAYk2DEe6lIQ6Z5EVHQQ,Unknown,,intermediate,high_achiever,4,2025-05-22,88.5,85.1,8.5,True,0.6890936417044565
L00479,oGKJqXc8Ee-zFg7heHyXOQ,Unknown,,intermediate,high_achiever,5,2025-05-30,98.9,98.4,9.9,True,0.9546393776464723
L00479,4CiKQB-lEeuJVAp0K6wlEw,Unknown,,intermediate,high_achiever,6,2025-06-06,87.4,80.9,8.8,True,1.251437717729714
L00479,bNfKJYcIEemsaArI-0TJTA,Unknown,,intermediate,high_achiever,7,2025-06-06,93.3,86.5,9.6,True,1.5136840601328023
L00479,Mue2M1z0EeWqJhKypiGv4w,Unknown,,intermediate,high_achiever,8,2025-07-05,99.9,100.0,11.5,True,1.7934388347389913
L00480,RIma_myvEe-Quwr_1ABTmQ,Unknown,,intermediate,steady_learner,1,2025-05-28,41.8,71.3,6.2,True,0.0
L00480,-mWRmvBoEe-JQhJp-zb3DQ,Unknown,,intermediate,steady_learner,2,2025-06-17,64.8,67.7,8.1,True,0.12531567119594422
L00480,kY5YVcmREe6ZNA73mnHk1w,Unknown,,intermediate,steady_learner,3,2025-07-07,73.5,81.7,6.8,True,0.3198513952621417
L00480,OBXvF-KGEe2dBg70uMCUbw,Unknown,,intermediate,steady_learner,4,2025-08-30,65.0,66.6,7.3,True,0.5402283197466362
L00480,3Q3zj3s6EeqcdQ6VdPgifQ,Unknown,,intermediate,steady_learner,5,2025-10-17,65.0,68.2,8.2,True,0.7352472170838644
L00480,86vP0CO4EeupgAoL5Aws9w,Unknown,,intermediate,steady_learner,6,2025-10-28,42.3,74.4,7.8,False,0.9301656455440773
L00480,_fCbvJ93EeqqJAp816HATQ,Unknown,,intermediate,steady_learner,7,2026-01-25,71.3,36.8,3.6,True,0.9301656455440773
L00481,Y5ibViS4EeuivA7R590UPw,Unknown,,intermediate,high_achiever,1,2026-01-10,65.6,83.4,7.7,True,0.0
L00481,xzdO1vk6EeixrBIhC1yZtA,Unknown,,intermediate,high_achiever,2,2026-01-28,94.6,81.5,6.9,True,0.19686521911732277
L00481,wYLPFaCREeyUAw55EDxhQQ,Unknown,,intermediate,high_achiever,3,2026-02-15,72.0,86.8,9.8,True,0.4806085831743453
L00481,izZ1TqJQEe-WRAr_yfFc2w,Unknown,,intermediate,high_achiever,4,2026-03-08,81.5,98.2,9.3,True,0.6967129707825751
L00481,xy43mSbyEe68bBLHU5PBpw,Unknown,,intermediate,high_achiever,5,2026-04-03,91.8,81.6,9.6,True,0.9411541058933486
L00481,k171AMxtEe-Zdw7YKlLSWQ,Unknown,,intermediate,high_achiever,6,2026-04-11,100.0,90.9,9.6,True,1.21655108945408
L00481,_o2ptFUOEeiN5g6qr8gNVg,Unknown,,intermediate,high_achiever,7,2026-04-13,100.0,85.7,10.3,True,1.5165510894540801
L00482,S7vrw7inEe6jXQ7DOFLcow,Unknown,,intermediate,high_achiever,1,2025-03-28,58.9,89.8,8.6,True,0.0
L00482,t_tXHuuGEeyLcA5hHZ0Uxw,Unknown,,intermediate,high_achiever,2,2025-04-02,59.9,69.3,6.6,True,0.17680017954686805
L00482,J_dQiWBkEe-sMAr_0JE2tw,Unknown,,intermediate,high_achiever,3,2025-04-21,74.4,72.2,8.4,True,0.3563592899034227
L00482,mACxWzK7Ee-YcA77IVc2yQ,Unknown,,intermediate,high_achiever,4,2025-05-07,75.5,68.3,6.0,True,0.5796328827049485
L00482,OG6ezsdEEey3GgqQBm7DaQ,Unknown,,intermediate,high_achiever,5,2025-06-06,94.9,63.6,6.4,True,0.8060505373781948
L00482,he6aoSQXEfChkRLiydouaQ,Unknown,,intermediate,high_achiever,6,2025-06-08,87.0,80.7,6.6,True,1.0908376434056053
L00482,oQrDBkwiEe6XUQp7mwOjCw,Unknown,,intermediate,high_achiever,7,2025-06-29,84.4,94.7,9.6,True,1.3519472578912382
L00482,86Us9ue2EeS8JiIACsuR3w,Unknown,,intermediate,high_achiever,8,2025-06-29,100.0,95.5,10.4,True,1.6050148371875235
L00482,H4BoRfZ6EeW_Fg5kRHBRWw,Unknown,,intermediate,high_achiever,9,2025-08-30,71.9,84.9,7.9,True,1.9050148371875235
L00482,8xY8KUbdEey7lA4KBiJhDQ,Unknown,,intermediate,high_achiever,10,2025-08-31,92.8,91.8,9.2,True,2.0
L00483,j1jVFa0XEe2fwxIAdw5Cyw,Unknown,,intermediate,high_achiever,1,2025-09-16,68.1,78.3,9.1,True,0.0
L00483,7dtPpZz9EeWoKRLkmmHLTQ,Unknown,,intermediate,high_achiever,2,2025-09-19,75.1,78.8,9.0,True,0.2042958775775611
L00483,O3t8LFdfEeufpw6SmrNCpQ,Unknown,,intermediate,high_achiever,3,2025-09-21,76.9,89.2,10.0,True,0.42950652310395193
L00484,d1d6BnmpEe-cBRK_mZB3Bw,Unknown,,intermediate,struggling_learner,1,2025-07-16,24.2,53.5,5.4,False,0.0
L00484,IoVkGBpLEe2yDw48xzb9Sw,Unknown,,intermediate,struggling_learner,2,2025-07-30,65.5,55.1,5.3,False,0.0
L00484,-6EEg0s4Ee-4ug4_QNLLSQ,Unknown,,intermediate,struggling_learner,3,2025-12-04,54.1,77.4,8.7,True,0.0
L00486,hTuhmakuEeyxDg4ukgkVlw,Unknown,,intermediate,focused_specialist,1,2025-09-19,45.9,100.0,10.8,True,0.0
L00486,1rfcpk6HEe-kZxJDN3LY9w,Unknown,,intermediate,focused_specialist,2,2025-10-11,69.5,82.7,9.2,True,0.13772688435922104
L00486,HN2PYW7MEe6t-xLdBqogtw,Unknown,,intermediate,focused_specialist,3,2025-10-19,90.6,74.8,6.8,True,0.34628522449165045
L00486,5FV7qaYEEeyjPxJkzIUqCw,Unknown,,intermediate,focused_specialist,4,2025-11-15,69.6,70.8,7.2,True,0.6181132896124892
L00486,GcDufEY1Ee-_Zwr_8MK9PQ,Unknown,,intermediate,focused_specialist,5,2025-12-20,70.6,80.5,7.6,True,0.8268734571176531
L00486,wnAOwYaIEeupiwq8Pcj9Mw,Unknown,,intermediate,focused_specialist,6,2026-02-13,79.2,66.2,7.4,True,1.0388105723359757
L00486,skdmET5OEfCXXhLR-bLm7w,Unknown,,intermediate,focused_specialist,7,2026-02-27,79.6,85.6,9.4,True,1.2762760603665295
L00486,lVrbSnKzEeWIfhKr_WcYsQ,Unknown,,intermediate,focused_specialist,8,2026-03-16,85.5,80.4,7.5,True,1.5150343714674093
L00486,FuHL-RuOEeSduyIAC0iV4g,Unknown,,intermediate,focused_specialist,9,2026-03-24,80.9,100.0,8.2,True,1.7714731060978903
L00486,h5dcezicEeyZlQoNyXy15Q,Unknown,,intermediate,focused_specialist,10,2026-04-04,87.9,97.4,8.0,True,2.0
L00486,98ToAjCQEeeUJAp8qPNzqg,Unknown,,intermediate,focused_specialist,11,2026-05-11,94.4,90.4,9.1,True,2.0
L00487,ciNPtDTPEeagOA7KA9ciIQ,Unknown,,intermediate,struggling_learner,1,2025-07-23,66.2,25.6,2.9,False,0.0
L00487,XmkME7uNEe-LvhIuPUA7nw,Unknown,,intermediate,struggling_learner,2,2025-07-25,56.7,56.1,5.3,True,0.0
L00487,osHxZ4IDEeWk1xIKj2p3VQ,Unknown,,intermediate,struggling_learner,3,2025-11-05,40.4,30.1,3.6,False,0.1699633222684219
L00487,sMZOkBbmEe-wMBKBTaeGdQ,Unknown,,intermediate,struggling_learner,4,2026-01-05,29.6,59.5,5.5,False,0.1699633222684219
L00487,SQ7nmWd2Ee-ZVAr_5CUYPw,Unknown,,intermediate,struggling_learner,5,2026-03-29,72.1,55.9,6.5,False,0.1699633222684219
L00487,a--THmGrEfCy5w726iKh0Q,Unknown,,intermediate,struggling_learner,6,2026-07-19,27.2,55.1,6.2,False,0.1699633222684219
L00488,QjtPviMkEeuljgqEX1W9tw,Unknown,,intermediate,focused_specialist,1,2025-12-12,73.7,82.6,8.5,True,0.0
L00488,g43RAEjUEe6bwhKne0YKlQ,Unknown,,intermediate,focused_specialist,2,2025-12-26,57.6,81.7,7.5,True,0.22123844618211017
L00488,uM-DG6JfEeiy2Q7BSkinhg,Unknown,,intermediate,focused_specialist,3,2026-01-19,76.6,85.1,9.9,True,0.3939621051665243
L00488,DVJAVLmTEe-Xow4gBs9Frw,Unknown,,intermediate,focused_specialist,4,2026-02-19,94.6,85.3,9.1,True,0.6238440101756209
L00488,7k8xndPtEeyBrQ7e8kzA9w,Unknown,,intermediate,focused_specialist,5,2026-02-24,76.9,78.7,8.0,True,0.9075758014597799
L00488,JpE3SBNgEemcAg7ufP1HIg,Unknown,,intermediate,focused_specialist,6,2026-03-03,64.6,76.2,9.0,True,1.1383211485971252
L00488,HUmDHta-EeyVeQ7wssTYLQ,Unknown,,intermediate,focused_specialist,7,2026-03-05,95.8,70.7,7.9,True,1.3320516447205044
L00488,9eCUdfR9Ee-iuhIbetE9yw,Unknown,,intermediate,focused_specialist,8,2026-03-21,80.0,95.7,11.1,True,1.6193292040249594
L00489,JCuEgHXbEemytwpxUXSvxA,Unknown,,intermediate,struggling_learner,1,2025-05-31,24.4,52.4,6.0,False,0.0
L00490,CS4rSVf1EfCekhJDthqyWw,Unknown,,intermediate,steady_learner,1,2025-05-22,68.9,53.6,5.8,True,0.0
L00490,jPTLqmaCEfCk8Q6sBlKY6w,Unknown,,intermediate,steady_learner,2,2025-05-27,83.7,85.6,9.6,False,0.20666163383315508
L00490,lK2M5JBIEe2T_w6-DJteRQ,Unknown,,intermediate,steady_learner,3,2025-06-10,53.0,59.9,6.5,True,0.20666163383315508
L00490,B5Z7Qq5rEe6t1hK96EWoDQ,Unknown,,intermediate,steady_learner,4,2025-06-30,41.0,67.2,6.4,True,0.36565229693072887
L00490,US8zbXajEfC1jRJm2R_Okw,Unknown,,intermediate,steady_learner,5,2025-07-20,56.5,81.3,9.3,True,0.4887678455777765
L00490,kaSGSTNjEeyTERK47a9PLQ,Unknown,,intermediate,steady_learner,6,2025-08-08,56.3,96.3,9.9,True,0.658290431095087
L00490,x7NM9xKNEe-r_Ar_6dbL9Q,Unknown,,intermediate,steady_learner,7,2025-09-03,88.8,61.3,4.9,True,0.8271895230598043
L00490,XdQwhCQcEeapkBKJ0Y_FqQ,Unknown,,intermediate,steady_learner,8,2025-09-28,80.9,82.9,8.9,True,1.0935048238629022
L00490,yeqeM2EfEe2obAqRvlwFGQ,Unknown,,intermediate,steady_learner,9,2026-03-30,63.3,71.2,5.8,True,1.3360632941181665
L00490,VpIZgW4lEeenOwpmZ1LH1g,Unknown,,intermediate,steady_learner,10,2026-06-10,77.3,74.0,7.5,True,1.5259146802397852
L00490,QhzFjY9QEeyM0xL-J-M65Q,Unknown,,intermediate,steady_learner,11,2026-07-09,80.8,73.6,8.0,True,1.7578439089807971
L00490,3YChMkJlEfC0sQr_9lgCRw,Unknown,,intermediate,steady_learner,12,2026-10-27,82.8,75.7,7.7,True,2.0
L00490,KY8kQ0oVEe-SdxJ_Axw1wQ,Unknown,,intermediate,steady_learner,13,2026-11-11,100.0,88.9,8.3,True,2.0
L00491,MY7z-jsrEfC3HAr_0KfBDw,Unknown,,intermediate,explorer,1,2025-04-15,40.0,11.2,1.0,False,0.0
L00491,KSyXrDyUEfCvexL6Zx2PNQ,Unknown,,intermediate,explorer,2,2025-04-26,26.7,4.2,0.4,False,0.0
L00491,RaPaWSeOEe-_Bw7l9wp8FQ,Unknown,,intermediate,explorer,3,2025-04-28,30.8,48.6,4.6,False,0.0
L00493,aSIgwuqMEe-N6gr_8hZ8yw,Unknown,,intermediate,steady_learner,1,2025-11-12,74.9,80.1,8.0,True,0.0
L00493,fNwx2ttQEeWcBg435JRSdw,Unknown,,intermediate,steady_learner,2,2025-11-12,58.6,87.0,9.1,True,0.22470385298729892
L00493,hkzBbkoiEee4pw7hxA2o1A,Unknown,,intermediate,steady_learner,3,2025-11-14,56.0,67.0,5.4,True,0.40040072572679575
L00493,3AZoVQu8EfC_-w572D3gsw,Unknown,,intermediate,steady_learner,4,2026-01-22,65.3,69.6,7.5,False,0.5684964495922801
L00493,7bzfukGBEfC6-g6hfV5HWQ,Unknown,,intermediate,steady_learner,5,2026-03-07,68.0,78.1,6.5,True,0.5684964495922801
L00493,8xw6OO--Eeu8Fwo3Sa_Z7Q,Unknown,,intermediate,steady_learner,6,2026-03-23,47.8,96.9,11.5,False,0.7726053041357344
L00493,55zNvUoQEe-LJA6-o-C_Pw,Unknown,,intermediate,steady_learner,7,2026-03-31,98.5,80.5,9.2,True,0.7726053041357344
L00493,OF5avE4bEea4vhJIkIeSTQ,Unknown,,intermediate,steady_learner,8,2026-04-30,66.6,71.4,5.9,True,1.068083596921938
L00493,nCKpJFlWEe2Zywo4y6PSnw,Unknown,,intermediate,steady_learner,9,2026-06-16,62.7,84.9,7.3,False,1.2678338707259018
L00493,oUgVwgyOEe-knBIDDnXmpw,Unknown,,intermediate,steady_learner,10,2026-07-09,83.4,76.8,9.0,True,1.2678338707259018
L00493,JoceZ1ceEfCekhJDthqyWw,Unknown,,intermediate,steady_learner,11,2026-08-03,78.9,97.9,10.9,False,1.5180707706225371
L00494,f3aj91dgEeqQsxLDzNkxQw,Unknown,,intermediate,steady_learner,1,2025-03-16,41.7,70.8,6.3,False,0.0
L00494,qmJLQI9AEey5lwo7UxmUJw,Unknown,,intermediate,steady_learner,2,2025-03-24,80.6,74.8,7.3,True,0.0
L00494,D3jOPlfkEe-AghIW6BA6rQ,Unknown,,intermediate,steady_learner,3,2025-04-01,57.5,92.4,10.7,False,0.24165698174011618
L00495,ix6p0FfOEeWT8xIUiEQHHQ,Unknown,,intermediate,struggling_learner,1,2025-08-15,46.6,68.3,8.0,True,0.0
L00495,3tVAmgWcEfCd-gr_6GMchQ,Unknown,,intermediate,struggling_learner,2,2025-09-29,36.2,54.5,4.4,False,0.13967264400895552
L00496,S7vxm8qVEe65Mwqc6CotZw,Unknown,,intermediate,focused_specialist,1,2025-01-24,53.0,80.7,8.3,True,0.0
L00496,EzQ8HmeOEeyQuAqyaULE4w,Unknown,,intermediate,focused_specialist,2,2025-02-23,77.4,68.2,5.9,True,0.15889743490099137
L00496,Gbmh9afnEei6dQ6cCLo47A,Unknown,,intermediate,focused_specialist,3,2025-03-13,66.5,90.6,9.8,True,0.3912008017204587
L00496,54d6oakxEeyjPxJkzIUqCw,Unknown,,intermediate,focused_specialist,4,2025-03-20,72.9,68.9,6.1,True,0.5907617772960608
L00496,9-AHY1C5Ee64tg6J1LAJQQ,Unknown,,intermediate,focused_specialist,5,2025-03-24,83.2,84.1,6.9,True,0.8093932136274953
L00496,akAbP2t_EfCNmBLKjrx-sw,Unknown,,intermediate,focused_specialist,6,2025-04-10,65.0,86.9,7.5,True,1.0588625541916206
L00496,FfsG21ZfEfCsFw6FoIz2Lw,Unknown,,intermediate,focused_specialist,7,2025-04-17,68.5,76.1,8.6,True,1.2540046506475397
L00496,j4ObPGl5Ee6vIRJJdXRzxQ,Unknown,,intermediate,focused_specialist,8,2025-05-12,92.3,79.4,8.4,True,1.4595242764356717
L00496,HXlmf0E1Eey2HhKRvGWgpQ,Unknown,,intermediate,focused_specialist,9,2025-06-06,77.3,77.9,6.8,True,1.736517167844426
L00496,MzsOlyp0EeaP6w5GAwccDw,Unknown,,intermediate,focused_specialist,10,2025-06-11,92.6,78.8,6.6,True,1.9682852695301711
L00497,kT-k3TqkEfCGRg44G5OASw,Unknown,,intermediate,high_achiever,1,2025-07-23,66.5,82.1,9.6,True,0.0
L00497,jGnxH4g1EeyQRQqtYNB9JQ,Unknown,,intermediate,high_achiever,2,2025-07-27,80.5,80.3,9.0,True,0.19942446070436984
L00497,x14RsvYvEe2Z7g75q5N-SQ,Unknown,,intermediate,high_achiever,3,2025-07-27,80.0,71.6,7.8,True,0.44097840481549644
L00498,6K8l2CwFEeaU1xK12iolBQ,Unknown,,intermediate,struggling_learner,1,2025-11-13,60.5,38.8,4.2,False,0.0
L00498,uEbHgX2ZEfCqeAr_81deDw,Unknown,,intermediate,struggling_learner,2,2026-01-16,80.9,23.4,2.1,True,0.0
L00498,Y10kxs3CEeu1Ewp6RcNw3w,Unknown,,intermediate,struggling_learner,3,2026-01-20,69.4,47.4,4.1,False,0.24267731209948673
L00499,VndDHlW2Ee-Hewr_7yl6ww,Unknown,,intermediate,steady_learner,1,2025-06-20,77.8,61.2,5.4,True,0.0
L00501,qWNpBdSpEe6EexKZmslsWw,Unknown,,intermediate,high_achiever,1,2025-07-21,83.5,97.3,8.8,True,0.0
L00501,oiqJuXMFEeys9RJMWW48Yw,Unknown,,intermediate,high_achiever,2,2025-07-30,81.1,98.8,11.8,True,0.2506356484298815
L00501,akLhDh02Eeyguw70hCEltQ,Unknown,,intermediate,high_achiever,3,2025-07-31,70.9,90.8,7.5,True,0.4939849428695872
L00501,Q20v9ZmCEeyKjw6sSspoXw,Unknown,,intermediate,high_achiever,4,2025-08-07,93.5,84.4,8.0,True,0.7067356048878279
L00502,uen1K6kuEeyjPxJkzIUqCw,Unknown,,intermediate,steady_learner,1,2025-09-25,48.7,79.6,7.9,True,0.0
L00502,n2zunIlgEeWSMw6QLoDNsQ,Unknown,,intermediate,steady_learner,2,2025-11-11,61.2,66.4,7.7,False,0.14608507012781902
L00502,wRntt3_FEe2Mpgp0AbG6VQ,Unknown,,intermediate,steady_learner,3,2025-11-17,47.0,70.9,6.6,False,0.14608507012781902
L00503,wrgPiPVOEe2fnxIInyWU6Q,Unknown,,intermediate,focused_specialist,1,2025-07-01,80.0,74.0,8.5,True,0.0
L00503,Jk0xds3AEeu0KQ5V9fFcUQ,Unknown,,intermediate,focused_specialist,2,2025-07-13,93.4,79.1,9.0,True,0.23993300179603036
L00503,ttA3QVfJEeWT8xIUiEQHHQ,Unknown,,intermediate,focused_specialist,3,2025-08-03,61.8,85.6,9.9,True,0.5200936567493566
L00503,iVEqHMNuEe2vvwrfHtPnJQ,Unknown,,intermediate,focused_specialist,4,2025-08-08,82.7,81.4,8.9,True,0.7053591754507583
L00504,CqhJlo89EeufWxJF99y4DQ,Unknown,,intermediate,explorer,1,2025-03-29,35.8,33.1,3.9,False,0.0
L00505,buSisSfqEeuAVg6ceWvsMw,Unknown,,intermediate,steady_learner,1,2025-04-05,52.1,68.0,6.8,True,0.0
L00505,iDMYQbabEe633hLyyfBA1Q,Unknown,,intermediate,steady_learner,2,2025-05-19,65.3,64.3,5.3,True,0.15636587619745065
L00505,nnd5lshWEeSA1yIACye2oA,Unknown,,intermediate,steady_learner,3,2025-07-22,66.3,73.5,6.5,True,0.35240735704572146
L00505,EV92yeSvEeq6ywpLJlAd5w,Unknown,,intermediate,steady_learner,4,2025-07-25,57.0,96.8,11.5,False,0.5513177535255025
L00505,CzBn6QBBEe6Saw6X32yGyQ,Unknown,,intermediate,steady_learner,5,2025-09-16,63.4,49.0,5.4,True,0.5513177535255025
L00505,YfNZHLRzEe2GGAqyWdJs5Q,Unknown,,intermediate,steady_learner,6,2025-09-16,90.1,100.0,10.5,True,0.7415250090133476
L00505,X-H72GPEEe-D_Qr_6kpdRQ,Unknown,,intermediate,steady_learner,7,2025-11-14,71.0,47.8,4.3,True,1.0117503818593483
L00505,VG84DgiGEfC6EhJcncb--Q,Unknown,,intermediate,steady_learner,8,2025-11-19,89.2,85.2,9.1,True,1.224735941746672
L00505,7JCexdg9Ee-bwhITEGGo8Q,Unknown,,intermediate,steady_learner,9,2025-12-01,88.2,81.1,8.0,True,1.4923878550795395
L00505,fuBVXphBEeyAAhIwfadRUw,Unknown,,intermediate,steady_learner,10,2025-12-09,57.0,65.2,5.6,True,1.7569733745707343
L00505,r2017VrTEemLEw4J_47EwA,Unknown,,intermediate,steady_learner,11,2026-01-11,72.5,62.3,6.7,True,1.9279110227381258
L00505,qJMYDUB3EeubjBLrNuW6iQ,Unknown,,intermediate,steady_learner,12,2026-04-01,67.3,71.8,8.5,True,2.0
L00505,cU18oNKJEe6PnQom9vUvGw,Unknown,,intermediate,steady_learner,13,2026-04-20,77.2,36.6,3.4,False,2.0
L00505,tqnTqC97Ee6mDAo3fVlzHw,Unknown,,intermediate,steady_learner,14,2026-05-21,76.2,90.7,7.4,True,2.0
