learner_id,course_id,quiz_score,engagement_score,content_type
L00224,b11DMlZUEfCekhJDthqyWw,58.4,83.4,
L00224,j_8PkqkuEeywagovoAKHOQ,77.3,73.7,
L00224,fIElkRVUEfCYRxIhlWcJNQ,87.5,100.0,
L00224,JwG-kuBNEemOxxIXN39M3A,88.5,85.5,
L00224,IkbsQFlGEe6T4g5G6GUacQ,100.0,81.9,
L00226,t3UdRl6yEe-sMAr_0JE2tw,69.6,64.0,
L00226,B-RhCnfZEe6K-Qp3b3opmQ,36.3,35.1,
L00226,bxmPUfO5Ee-Regr_6Kw4YQ,62.8,69.4,
L00226,qlAYiungEeW83RLVcuc3IQ,52.5,54.1,
L00226,BbZ9TFDQEe-cPg5R3VX7kw,100.0,48.7,
L00226,q3gL1le_EeaUyhJ5kBsouw,33.4,95.2,
L00226,8UtEZ8uGEeu0Vgq9qoHWjQ,70.7,57.1,
L00226,Zs-KapXpEe6Yvg6sv84HSQ,33.8,63.3,
L00226,3Umwj9KmEeuydwpyq3rgBQ,84.7,43.3,
L00227,eoTCCHRLEeilQxIJcAoSDg,70.6,90.9,
L00229,UR_feZ1MEeq-VApbJVRrTw,50.7,100.0,
L00229,2a5nmr15Eeun8RLzhvAvlQ,55.8,72.2,
L00229,HtKXrXvdEe2afg6uQWXoiw,61.8,73.8,
L00229,pZCU3M3mEeuv8RLqjtEE6Q,51.2,76.5,
L00230,JCbeFVUAEeulPAroU7-MFQ,51.8,39.0,
L00230,DhZKO-T7Ee6bqhL4v8f1dw,45.8,76.5,
L00230,IJOwrRbLEeWKlgqs7LdhRw,78.0,58.6,
L00230,1bNWFxpbEe6d2ArZyo781Q,68.4,73.2,
L00231,JxRbQRq6EfCwdwr_1g1Hsw,49.9,43.1,
L00231,bfnQqUbbEeeMtBKozo_2UA,58.5,79.1,
L00231,wVsTr2R0Ee-kNRKvYx1DyQ,71.0,77.5,
L00231,0En4t4y1Eeu8Jwrar4CPXw,69.2,66.2,
L00231,gVpG7_yEEeijdwpv8TGaaA,48.9,43.8,
L00231,k8B9WjxkEeW7GArkqhNhJw,65.9,44.4,
L00232,iPCZ_CX0EeyhIw40lAhdTw,23.6,78.0,
L00233,tar9MISKEe-uPQ6cY8b-gw,63.1,73.0,
L00233,su61q9yKEe6V5xI34US_kw,51.6,58.7,
L00235,spNR63PuEeiGUg40dRPaWg,78.3,69.4,
L00235,sICxe7jaEe-eKxJKZPOGuw,94.0,83.0,
L00236,GjrZlAsxEey6IAo7CGAsSQ,88.2,36.6,
L00236,bYFq0gDXEe2FUAphC_7O7w,56.6,63.4,
L00236,k7GoPjLOEe-Shgr_0aahTQ,64.8,96.8,
L00236,K_FtIpDcEeyw3RKLNRxAsw,57.6,58.8,
L00236,C-MxyKXkEe-syBKvuiDv_w,83.9,66.5,
L00236,4vqytKJ0Ee2Y8Q7-OL3uUQ,56.3,50.7,
L00236,dPDEz2X-EfCuTQr_18aZHw,100.0,84.3,
L00236,ps7dLZn6EeqVJRJ4EQL4Pw,79.5,72.1,
L00236,hbQ8PRTAEeuNlAqHwg6G6w,68.3,50.4,
L00236,2OgwlAklEe-knBIDDnXmpw,56.4,73.4,
L00238,ZVGEKUFCEeusyQ4n_00ahw,51.1,79.8,
L00238,NxE8_I4XEeqNKQ4sLJ8qyw,58.4,50.9,
L00238,vDNsxhbQEe-r_Ar_6dbL9Q,51.8,50.1,
L00238,ms6YPWVcEeyIUg4Qv2RsBQ,77.2,92.4,
L00238,su61q9yKEe6V5xI34US_kw,58.6,50.7,
L00239,AUxxP-LfEeaqDQq7dMI62A,60.3,72.1,
L00239,gEvAwiSBEemUpArfBYpA6A,70.1,63.8,
L00239,P-8glx-qEeyKNQ6kzrQ19w,78.3,81.3,
L00239,FlRaIB09EeyZ9BL8TB78QQ,72.9,47.8,
L00239,OZ-QAdH-Ee2ungry-zmhYQ,95.4,66.0,
L00239,15Vdj48GEe6xzArT8MnIvQ,84.4,88.4,
L00239,2qiG_JmTEei67w7Uxcs3hA,87.6,100.0,
L00239,4RKes_2HEe6HZw7jO9M1UQ,86.6,78.6,
L00239,ceqjA8sfEeyrfRJb6yDGgQ,90.1,100.0,
L00239,_JhFCUwMEe6pFg5BQAqraQ,79.9,92.1,
L00239,nUlyPJI_Eea27BJAJAr7dQ,87.9,87.2,
L00239,URRlcKkzEeyjPxJkzIUqCw,95.7,65.3,
L00240,ApVo5lRrEeiGKxInOEegGg,86.3,64.6,
L00240,kgiHm0MnEeuVrwrlQzvd6w,61.5,47.7,
L00240,g7Xd4LctEe-sywr_75D7Fw,67.6,82.1,
L00240,H4BoRfZ6EeW_Fg5kRHBRWw,96.5,62.3,
L00240,lUoSZhhNEeuvVQpERsqAqw,60.1,59.0,
L00240,CewRHVIBEeeMogo_t-e1wg,63.0,29.8,
L00241,61pprQHYEfCglg6vww23RQ,85.1,87.7,
L00241,Lka_AUNqEeSEgyIAC1AP1w,82.0,77.3,
L00241,4ble-HjTEfCkgA5eo5L6Uw,64.8,91.2,
L00241,nZsjDaB9Ee6UaAog3w-9TQ,79.5,94.2,
L00241,9TRjTLOtEe-JHhL4HU-TUQ,87.0,82.5,
L00241,ica7djfcEe-9Ig7qA4dB5w,86.6,94.4,
L00242,f1e-3idwEeyavRI3rIvGvQ,55.4,62.2,
L00242,FWrH5EU4EfC6-g6hfV5HWQ,65.9,40.1,
L00242,dBPYRJsCEeyKjw6sSspoXw,47.2,62.5,
L00243,K28H5jJ0EeWgIQ7IEhB31Q,12.2,29.4,
L00243,CvfFc4nHEey71xIcCwi1jw,47.2,41.6,
L00244,rsE-F_PIEeqdDRIRGqcDrw,90.6,28.9,
L00244,MqUjEnp1Ee-cBRK_mZB3Bw,93.6,52.8,
L00244,1rHRksNuEe2ycxKA_3HFtw,41.9,74.0,
L00245,GNr7-GFfEeW5iQpSR8Sfhw,70.7,51.6,
L00245,-fBdfxj4Ee-JcQr_2GDxCw,73.1,37.6,
L00245,rcX-cSn-Ee6mDAo3fVlzHw,72.1,79.9,
L00245,rpFSNMjlEe-F1w4Ln2ce3Q,99.9,63.5,
L00245,D65_SZLUEe6XHw4RqGpeoQ,89.6,58.9,
L00245,8OBEIuMzEe2K_QqxsZIVkQ,59.2,90.0,
L00246,3JtsGK2bEemtSwo7WTibIg,62.9,85.2,
L00246,KdOvri-GEeWl3A7Kuc0JCQ,59.7,91.0,
L00246,Vd9a4cn6Eeuiewq9VRQV-Q,74.0,76.3,
L00246,AbLsuwOfEe2FUAphC_7O7w,79.7,71.5,
L00246,rM2rdo94Eey-8RJx3rGqEw,75.0,100.0,
L00246,wjhWkAV0EeyfCRK_crecDw,65.3,80.4,
L00246,dEWOXIntEeixGA4Edp1TqA,73.4,64.4,
L00246,bN9fcgp9Eeu0VAqNda9Xjw,77.0,67.9,
L00246,Um5fJ2EfEe-IJwr_9LLznw,58.3,66.9,
L00247,p_bAFn_OEe2QHRL3YiV0EQ,54.5,98.6,
L00247,JKQGR1UHEea4Zwq5JsP8XQ,72.1,81.2,
L00247,gtWCUndoEfC1jRJm2R_Okw,69.1,77.8,
L00247,Sq4hQdyJEe6V5xI34US_kw,71.6,78.7,
L00247,8TQg8BrFEfC5wQ7Ux-t3bw,91.8,79.5,
L00247,Emb_Z-MgEeq9fgo2haAwUQ,72.7,87.2,
L00247,T6PJsP50Ee-glg6vww23RQ,83.5,72.2,
L00247,JCuEgHXbEemytwpxUXSvxA,82.3,85.5,
L00247,fnBMii7iEe-YcA77IVc2yQ,83.7,92.8,
L00247,7iCfNoV_Ee6L0QpSVaIh4Q,72.9,76.3,
L00248,JghBWZNhEe65OA7RgKFtYQ,32.3,34.1,
L00249,vlwyL9xmEeur3BIhN4RQ4w,61.1,63.1,
L00249,KzZIrDzOEeyZlQoNyXy15Q,54.7,74.4,
L00249,GcaGY7R8Ee-JHhL4HU-TUQ,45.6,68.0,
L00249,88dBMmSgEe2FMBLGKw3Cbw,58.7,64.4,
L00249,pzEF_AbAEe-PZgr_4p5lOw,67.5,73.0,
L00249,wNpXSI7-EeW93wo8Ha4kow,59.9,51.7,
L00249,nTRj5UTPEe-W0A7Ja9j4pQ,55.6,76.3,
L00249,cmFRA_AOEeqnMQ47wD6eKQ,78.9,51.4,
L00249,xQX3uCofEe-3ZQ5wzJTT0Q,69.9,49.4,
L00250,LZpP36kuEeywagovoAKHOQ,67.9,44.0,
L00250,LEwPv7bcEeSrhSIAC2sFOw,75.9,57.7,
L00250,pIqvGqhJEeaZwBIdLOcDZg,50.9,59.8,
L00250,yO13mkySEeW_MgoxMAgbMQ,55.6,38.7,
L00251,XebEN3H8EeWIfhKr_WcYsQ,32.9,100.0,
L00251,SS9LIBcNEei9sQ5SgP2NiA,86.3,15.1,
L00251,pNwYY6kuEeywagovoAKHOQ,47.8,67.4,
L00251,s4V4VrDWEeqXiBLxo7TyjQ,100.0,72.6,
L00251,8To4DTVtEeWWBQrVFXqd1w,36.7,90.3,
L00251,n8SYVqkoEeyxDg4ukgkVlw,69.4,58.4,
L00252,J-kLBFVjEey6oQ6bGqWraw,48.0,54.4,
L00252,ZqjDs9JWEe2_vw4ejszVZQ,80.3,41.5,
L00253,B3ooipuDEeyxLA5Ly8UoPw,58.0,13.1,
L00253,t5FppQ5YEeajjw48wp655Q,74.8,39.6,
L00253,EOK-BfnpEeagaA66cQunuA,66.4,30.8,
L00253,aRLDzF48Ee6sPwqSOa_9fQ,71.6,35.1,
L00253,vHMlG5cpEe6Yvg6sv84HSQ,83.6,35.5,
L00253,dZL_B33BEeup9A6PJiZ0aQ,68.6,58.1,
L00255,UR_feZ1MEeq-VApbJVRrTw,33.5,55.9,
L00256,to1PEViVEe-Hewr_7yl6ww,65.7,99.8,
L00259,IFfURrXwEe-sywr_75D7Fw,46.7,42.8,
L00259,ixSp2xO5EfCk7gr_3iO-uQ,64.3,47.6,
L00259,X1RtV0EiEeWC4g7VhG4bTQ,68.1,25.2,
L00260,fqjzwzfYEe-9Ig7qA4dB5w,87.1,73.1,
L00260,LHnB0XXIEe6HfAqkyPm__w,70.1,72.9,
L00260,uEqI02-UEe-aHBJ1q-AXBQ,69.8,82.6,
L00261,nI84oeQVEeu0JgrNgieHqw,54.6,68.1,
L00261,IOULMcQ7Ee62DQ4e1CW1Vw,39.9,90.3,
L00261,R5f-Oa_sEe6VCBJyBbOdAQ,63.4,81.7,
L00262,ujj_dLNdEeuUgRLoWReItw,46.9,56.7,
L00262,dZEaNbNjEeurEQ7HpnWdKw,55.0,93.8,
L00263,c8piIxV2Eey8CQo63UjS5w,51.6,88.7,
L00263,xYGh8cAHEeadYwpn5S4v3A,97.7,83.4,
L00263,yi2uIQgrEey7UArf-9pKDQ,52.8,76.6,
L00264,F4rTmZtdEeuvEgrjM8m9sw,43.9,71.0,
L00264,mCznVBVNEfCk7gr_3iO-uQ,49.8,48.9,
L00264,20_NO31uEfCqeAr_81deDw,38.1,89.3,
L00265,hmUA37FKEeS5liIACye34Q,67.1,66.9,
L00266,ssCgOJbKEeqa4g45GABz7w,25.0,42.0,
L00266,9hdo8g2-Ee2k2RKm3PLQoQ,0.0,24.5,
L00266,oT3YQXGlEeyKjA79ESMRTQ,65.4,65.9,
L00268,-mw0AB6bEempuAqU5N8fpA,70.7,90.0,
L00268,V7hvf4CkEe2aNQpeX9Dmnw,88.5,63.9,
L00268,J6z6RQ2iEeeY9w43qQI3Ag,69.1,100.0,
L00268,RNGMgceKEeu7IA4d9fmZdQ,100.0,98.5,
L00268,A8Lvis5_Ee-LMRJ9qpAyGQ,87.6,79.3,
L00269,Nq5uokEjEeWC4g7VhG4bTQ,51.4,67.4,
L00269,kYMjSxCBEe6tghJ1PVeGJQ,43.5,100.0,
L00269,gftBfIl0EeqZsg72h675gw,47.4,56.7,
L00269,-pDULrazEe2RFw58751QMQ,55.9,69.8,
L00269,zfksZy_FEeWWqBIFfWmDPQ,62.3,78.8,
L00269,1G9xywlYEe-PZgr_4p5lOw,85.2,64.5,
L00270,yyYHJMbnEeWcTQrjOdDJcQ,83.4,59.1,
L00271,2Bmux6DTEe-3hg4qgegfwQ,23.2,55.8,
L00271,Vp52vu4EEe-GKw4xJmSE0Q,74.6,67.3,
L00271,SzQW47gfEeW2iwpbOuagWQ,48.1,71.5,
L00271,3V92wj4-Ee-9Ig7qA4dB5w,62.1,65.6,
L00271,Z-R47UYCEe-_Zwr_8MK9PQ,35.6,33.4,
L00271,9-dqtzQkEe-6tAr__zzCRw,79.2,52.9,
L00273,tGOLOBgfEe-ufw7mfnZipw,0.0,49.4,
L00274,RuirxGVdEeyxLxJK4mLviw,49.6,67.2,
L00274,u4HxClEZEeyLIRLL9niz0w,53.8,87.2,
L00274,GWfeo8oIEe257Q7_Z0q7AQ,86.7,58.4,
L00274,Rwzrl_9rEeS9ISIACxWDhA,78.1,66.8,
L00274,0WeoUtsxEeWs3gqqmBF9eQ,59.9,73.2,
L00274,cNGSTm3rEfCBFwr_1SFWbw,61.8,80.0,
L00275,QFFzk0ojEeeJdBL3H0RODg,70.1,48.1,
L00275,mXASIIrUEeqWiw7pAgmtiw,64.2,67.7,
L00275,sRijOszbEe6SjxKHxThXWw,54.1,83.2,
L00275,iyDiqrR3Ee6oQA6J-7B2nw,74.6,65.4,
L00275,WChOZHTVEeSi3yIACzSGcw,64.4,60.4,
L00275,NuH3s9uFEeWoKQ6POrXqdQ,58.3,95.5,
L00275,yEvsg1gyEeuMkArab-7zbw,76.4,59.5,
L00278,VNsFSJHoEeiQRw62OFrdVg,66.0,80.8,
L00278,nq1edvtDEeSsDCIACzaSPQ,80.8,94.1,
L00278,SgYjjT5OEeyZlQoNyXy15Q,94.1,79.9,
L00278,88AS74tsEeiIKw52w5bZOA,53.7,68.9,
L00278,AyaoQfhNEe-WoRL0uMzXDQ,92.5,84.6,
L00278,DMyFXzs5EfCGRg44G5OASw,94.1,66.4,
L00278,_abTHls4EfCsFw6FoIz2Lw,77.5,72.7,
L00278,Gh3sMTAAEeW-zwq84wShFQ,93.2,64.7,
L00278,_qMNfupfEea9sQ4_cyco6A,90.5,72.1,
L00278,epElUoheEe6MPhKdk1Dpfw,89.8,84.2,
L00278,HhtExGVdEeyQuAqyaULE4w,89.9,80.5,
L00278,KSyXrDyUEfCvexL6Zx2PNQ,75.9,61.2,
L00278,8-98n_W4Ee6fxBKHZHPURQ,73.9,67.8,
L00278,b1lRI7UREe6Dbg5RPkzjXQ,96.3,48.2,
L00281,-JOfzJgWEe2a0hItqNBhjQ,78.2,93.8,
L00281,_DMjt0u8EfCXGQ7_O0Gvvw,93.5,100.0,
L00281,NcDr2KWBEeiRuw7EBWN-vA,100.0,88.4,
L00281,ybYbRAbfEeqyPAp3RPpjeQ,76.2,81.0,
L00281,KRl9hpiaEeWF6gpQJiw6hQ,80.7,87.2,
L00281,u2DtSHNUEeqXBxIBw3Xt4Q,91.6,87.2,
L00282,HuWcu1FtEemShQpcsklh7g,17.9,54.4,
L00282,9VhqkSO_EeuYSw6LSjHEtw,14.0,56.9,
L00283,_aux5Wr-Ee-6xRKldbKQ1w,17.7,46.0,
L00284,rP3sfbjQEee3pwoql1lO6A,65.5,41.4,
L00284,LwFMxKBVEeq3ORInZA4h7Q,40.8,79.1,
L00288,MLa6DInZEei6ZQqbYa_cGA,49.1,59.7,
L00289,M7W0H9_dEeS2ayIAC7NlsA,86.7,79.2,
L00289,jxNTsldfEeu3_xIeBrtbdw,82.4,80.5,
L00289,V3IFD6nvEeuk6gqY7Q1DAQ,80.2,62.8,
L00289,8xw6OO--Eeu8Fwo3Sa_Z7Q,74.4,77.0,
L00289,zPnUadLAEeq95hIk519uqQ,100.0,90.5,
L00289,R0he-WPPEe-D_Qr_6kpdRQ,100.0,83.0,
L00289,h5yGRVNLEfCt0wr_8L_7mQ,100.0,88.7,
L00289,KppnLpVXEe-Bew79sdHzzQ,85.0,77.8,
L00289,34FY-j5LEe-xLxIpRr2Opw,100.0,78.8,
L00289,rFJEh7nyEe2oxw5qVgw_VQ,71.0,88.3,
L00289,3cUFl0qPEe-mywr_6bZvLw,86.5,94.2,
L00289,Gr-bySdHEe6ldxLKcjiRFw,100.0,98.7,
L00289,4QpPCWPyEfC0aBLgb0yDNQ,96.4,96.1,
L00289,bPmjr06CEfCqjwr_1EnQcQ,96.0,87.7,
L00289,uR9ep230EeqX8gpNBtLRnw,92.4,92.6,
L00290,MCxsdGxLEfCg9wr_w-3how,70.4,84.4,
L00290,DwbNfqylEe-K5gr_wwzjAQ,58.4,100.0,
L00290,TjM02i-1EfCejw7oO7eUXw,48.0,71.5,
L00290,iYo_D7GpEeusrg6wKBIcAw,78.7,69.5,
L00290,z3e225_hEeyGWwobiElSJw,57.2,59.3,
L00291,WXt3PEUsEeaDRhLb8lAaNw,72.9,49.5,
L00291,fM7b0UcrEeylbAqjSwTWlQ,40.3,35.2,
L00292,yOfUj4J6EeyoNA5LwAhmgw,68.1,59.4,
L00292,byYNTFkVEei-TBLgOSj5Og,64.8,60.0,
L00292,rWOCs42DEeWIbw4397jVQw,55.1,73.7,
L00292,Us1caUbDEeylbAqjSwTWlQ,51.7,67.9,
L00292,8IvcKYUREe6hyw4UDDa2MQ,64.8,61.2,
L00292,p2jYHVPxEein9xItvIlMSA,64.5,61.5,
L00292,7ywCCu4QEe6ttAr_4F1oww,75.2,66.0,
L00292,HiKTITfnEe-xLxIpRr2Opw,84.1,65.2,
L00292,SqFXVM96EeyIXQ7d-KWeWQ,56.6,56.2,
L00293,A1qbZN-aEeypqArgW5gGjw,44.0,29.1,
L00293,DKn2EXahEey3rxIS7UGl2w,38.4,94.5,
L00293,W-ayAiM9EeSjriIACzaDig,74.1,82.6,
L00294,BYnIkWFwEeyIUg4Qv2RsBQ,65.0,68.3,
L00294,EZfRlyCsEe6BNQpjxVVR9w,64.6,58.5,
L00294,hY5laDm8Ee2rGg5Z3GP-bw,74.5,71.3,
L00294,_LPeqKvpEe6wGxK96EWoDQ,40.3,72.8,
L00294,quF5rVdrEeesGQokJ1NePA,65.6,67.0,
L00294,we2C0U9DEealsQ4S5bCf-Q,71.5,81.1,
L00294,zJASPNyMEe6J_wr_0biVVQ,63.1,49.8,
L00295,RM6fYH1GEfC2OhKwGgKtJw,62.0,54.4,
L00295,p_aOHv5AEe-ehwr_ziEUiw,57.1,55.8,
L00295,zwqURwiiEeahpQ5cgS1w4w,54.0,47.3,
L00295,Vfikxm7AEfCRIxJx5RaBQw,66.3,81.9,
L00297,0BhbnWBTEemJSwqhjZsp9g,50.7,17.6,
L00297,qYE1_lWtEee9zA480n2xtg,18.4,61.9,
L00298,lI65HOqWEe-GKw4xJmSE0Q,69.5,53.0,
L00298,HwKA7oFxEe-L8RKezlgehQ,36.0,65.1,
L00298,YaFGgYHOEe-uPQ6cY8b-gw,30.5,59.2,
L00298,D3Rd7PTkEe-WNg6yNL9DQw,49.0,80.4,
L00299,1W9NTfJmEeyxiRKaoDccyw,28.6,67.8,
L00299,CoMY5S2GEeaSWQ5Q7JoZ8w,64.9,62.5,
L00299,T79xe0EvEfClyxI_Dgx85Q,52.9,64.7,
L00299,qLwmkiOZEeadsBKew8xmjQ,45.7,63.7,
L00299,kMqpSWWhEee1VA7DqjUt-A,62.5,74.6,
L00299,eRKdsT-IEe-xLxIpRr2Opw,69.4,43.7,
L00300,wsaxk6koEeyjPxJkzIUqCw,58.5,72.3,
L00300,2N7ltmIxEe62wwrYx-2qTQ,17.8,57.6,
L00301,yGK8KNPSEe2HUgoXSm74nw,75.9,56.3,
L00301,hCmJyO8yEeuPxAoVlSpyqQ,61.4,100.0,
L00301,OcsReSgNEe-qLxJFbw2Hbw,64.1,78.3,
L00301,s7cGbaVsEeyXAxLiaRbZgw,94.3,77.7,
L00301,BmTjh7ynEe-ADgr_3OZlyQ,77.5,76.2,
L00301,E4Z99BsMEeqMWhJYTN5k1Q,93.8,100.0,
L00301,zetHRmQTEfCuTQr_18aZHw,92.9,69.2,
L00301,gHycGx0uEeaP7xL2JHHq4w,65.4,59.9,
L00301,7LyJeMfLEeyduw6ktL3Xvw,96.9,96.7,
L00301,2N7ltmIxEe62wwrYx-2qTQ,88.2,88.8,
L00301,x-CM7YSKEe-uPQ6cY8b-gw,91.7,88.2,
L00301,ZdKMxaWJEeiLXw4QLApQMg,87.4,73.2,
L00303,bDITwakzEeyxDg4ukgkVlw,68.1,88.5,
L00303,eZslrldoEe6rZAooU_uugw,73.4,51.0,
L00305,WMpUelrHEe21XQ6jDCOgEQ,68.2,100.0,
L00305,oHkr8bWNEeW2iwpbOuagWQ,75.4,90.1,
L00305,p9PyJLMIEe-YmAr_2_tM1w,86.6,81.1,
L00305,qbA0gH_HEe2MDA4NmZ7FXQ,85.4,75.5,
L00307,FUQhMLeOEe-dwg4HQ74J2Q,87.6,62.4,
L00308,Ma4VrW0zEeWEewoyD2Bc5Q,99.0,61.1,
L00310,3TN8t8FhEeyuxwp8tS4JQw,68.0,83.5,
L00310,8H8wFp3KEeWoKRLkmmHLTQ,63.4,96.1,
L00310,_cpItzLVEe-MmBK4EgZ1qQ,52.4,43.6,
L00310,G1igonhdEfCZ7xKgSlPh4Q,69.2,90.1,
L00310,2GowxoAzEe-uPQ6cY8b-gw,66.9,53.0,
L00310,9WLsSu8BEe2xAQqJXwwaZw,75.3,82.2,
L00310,eZStbKkqEeyxDg4ukgkVlw,31.7,76.5,
L00310,l7smKFlDEe-UZQr_zKHGzQ,83.2,54.4,
L00310,5fjDBd9oEeuTww4ta8ZJrw,58.5,51.2,
L00310,pQeq48P5Ee62DQ4e1CW1Vw,82.6,79.0,
L00310,7CqdrKGqEeua9hJHpJ2HqQ,62.4,57.9,
L00310,ReS5Hjp0EfC3HAr_0KfBDw,59.6,75.8,
L00310,C2XMS2DQEfCy5w726iKh0Q,79.8,60.8,
L00310,UT6XXzysEeu69wp-PD8q4Q,87.0,86.4,
L00311,ocXG5O4OEe6cohJOlykk1Q,48.9,80.7,
L00311,S0fYRP2nEe-ehwr_ziEUiw,44.9,100.0,
L00311,dBUHnLNVEeywZA7hL6OYdw,46.9,79.6,
L00311,pS39AOntEe-mrRK-FPQYAw,80.0,48.1,
L00311,26L5e2xaEeyQuAqyaULE4w,64.8,87.0,
L00311,EocgQDiGEeqT_hISYQ1H_Q,51.0,21.9,
L00312,nyhYDWPgEe-kNRKvYx1DyQ,76.7,93.1,
L00312,DB2Kw76SEe-LvhIuPUA7nw,76.5,95.8,
L00312,oGKJqXc8Ee-zFg7heHyXOQ,88.1,100.0,
L00312,w_vPnde3Ee24zA5Eu0YNIw,100.0,66.7,
L00312,Idubo3QKEe-CUA7-5BJkaw,88.1,82.6,
L00312,oqHoRSCNEeymZwrrGHVoWw,100.0,77.1,
L00312,E-XF1tHmEeqC9wrK2ukh8Q,77.0,79.6,
L00312,mHJub4plEe6Zzg6NXTqukw,83.3,84.4,
L00315,_ZpZKyTxEemb-BL8g3X_rg,69.7,29.7,
L00315,x8qEymIJEe6yuQ41HILERQ,20.4,32.0,
L00315,1rLEVUtyEfC_uBJiENVY7Q,66.7,29.0,
L00316,TyTHZfKPEe-Regr_6Kw4YQ,52.8,72.0,
L00317,LWifamSDEfCuTQr_18aZHw,51.1,39.1,
L00318,PmEw2GPTEe6C8Aq3MM882w,52.9,67.4,
L00319,lYVp74v7EeeMexKwGJd-pg,81.6,67.2,
L00319,ow0AdTeOEeWnxw5wP_KHTw,90.1,71.2,
L00319,uXXF41sGEfCt0wr_8L_7mQ,83.1,100.0,
L00319,ybBeAKk9EeuLCQ6P36XDuw,86.5,100.0,
L00319,Uejan-f0EeaVLRKoA_hS8A,90.4,71.1,
L00319,i_7JYlNJEeq6NwpG-k58_Q,86.0,80.0,
L00319,cfRqdUMLEfClyxI_Dgx85Q,89.0,93.2,
L00319,iJakw7rhEeWfYA612mWHZw,98.8,85.3,
L00319,WcSPQ0kGEe-mywr_6bZvLw,97.8,100.0,
L00319,WpA3C7R0Ee2RFw58751QMQ,96.7,92.6,
L00319,okpogQDWEe2FUAphC_7O7w,94.2,77.7,
L00319,rjEmwHuaEe2migq61SiSdw,100.0,77.7,
L00319,fDfUC7mPEe-Edgr_0TyPhw,99.8,83.4,
L00319,hVg6cm39Ee-CUA7-5BJkaw,95.5,98.9,
L00319,4uaWwKWLEei7SwoHnjp4jA,100.0,94.9,
L00320,7mp9vlryEeWzUQ41NnCQkQ,51.3,95.2,
L00321,Mi0iGwpkEe6qxxJMO02QfQ,76.8,60.2,
L00321,oC5XlyT_EeWs4gorU6Q1Yw,67.4,67.9,
L00321,__y3wBnnEeW9dA4X94-nLQ,73.9,45.9,
L00321,DlTV9nX2Ee-aqA7pvkfz1Q,61.7,61.1,
L00321,7EjGOWOREeiuEQ54ft6NYA,59.6,94.3,
L00321,-soROkL5Ee2hOhI8guE3RQ,79.7,59.7,
L00321,kKmH1CmkEfCjpBLgHCS35w,58.7,93.9,
L00322,oLXwja36EeyiqQr1qP1QDw,50.7,68.6,
L00322,yC0iaOrHEeSb-yIACwuKNg,63.4,60.6,
L00322,mukrVoSKEe-L8RKezlgehQ,62.4,74.7,
L00322,C915_4dREfCCSg698sr4dw,61.5,74.5,
L00322,IcCZJbHoEemBLwojGUHFwg,66.7,89.2,
L00322,wPh4XhgaEe-ufw7mfnZipw,55.1,78.8,
L00322,QGl4qFJkEeauXRI4ypm_Yw,73.8,56.6,
L00322,ejQvaKkvEeywagovoAKHOQ,82.0,63.4,
L00322,W4hcF2AIEeuN8RI7ZSjBwQ,78.7,47.2,
L00322,rjWnETOCEe2tpQ5y4J14fw,46.4,93.3,
L00322,LMFJMdHCEe-ElQr__Rz79Q,80.5,46.8,
L00322,rlXxHh-8Eee-XAo4YcylNA,92.6,71.4,
L00322,uS3dzjuoEe-aXAr_2gDaxw,86.1,61.7,
L00322,AwNnIGIhEeyipgpI5l_HwQ,86.9,70.7,
L00322,NxE8_I4XEeqNKQ4sLJ8qyw,94.0,59.3,
L00323,D0ARB6kqEeywagovoAKHOQ,74.1,67.3,
L00323,I2hGtifMEeu_lxJF844PaQ,98.0,57.7,
L00323,ro5EhBHrEe6PDxK2xq6QbQ,74.4,72.1,
L00324,QGYhp3QdEeqF6AoUJlrWqw,76.6,31.9,
L00324,_1V-mfoIEe-m2BKpUCEabw,98.3,100.0,
L00324,x-OJVnLHEe6Q8hJOpVICWQ,49.7,41.7,
L00324,DMcgZ2YuEe-WbhKfqhh3sw,53.9,69.9,
L00325,YU80yZL4Ee-P7BK6D01MdQ,80.3,100.0,
L00325,aNQImSnSEeyavRI3rIvGvQ,83.8,86.7,
L00325,BlNrQYAJEea-WAqa1tl72w,100.0,76.1,
L00325,jF57Lm1PEe6tnQrK3yNnuQ,88.7,82.4,
L00325,V0s3dUTAEe2UPA7amoZqfw,87.1,100.0,
L00325,JWd4VXqhEeaDmw5QsxT7tQ,79.2,81.7,
L00325,d086Bc9YEeSS_CIACzcAUg,97.2,95.8,
L00326,lJHoYmd4Ee2UXgqXO2IIlw,49.2,69.7,
L00326,mNbCADYbEeuRtA7CVRwflQ,66.2,85.4,
L00326,H7phRx_qEe2Psg5YTxx2NQ,68.7,71.5,
L00326,8C4ajbmJEeax1A7oeyrOxg,50.9,55.0,
L00326,YEpLfzRZEe-H2BLw-oHycQ,68.3,73.6,
L00326,Xk-ZeFivEe6T4g5G6GUacQ,86.2,38.3,
L00326,6K8l2CwFEeaU1xK12iolBQ,61.9,65.4,
L00326,GaE00z5WEfCseQ7q_2K0iw,97.9,52.2,
L00326,Ea9ErWINEe6yuQ41HILERQ,63.3,41.0,
L00327,BkfqGBYlEey6MRIUKQOB1w,71.2,50.9,
L00327,Y0VtdadjEe-NGg6igj04HQ,63.1,38.4,
L00327,YGc6cEmUEe-BdQ7zfM-lHQ,85.3,57.0,
